pdf_name,md_name,updated,flagged,reason,alpha_ratio,keyword_hits,pii_nic,pii_slmc,pii_email,pii_phone
EPID_Reports_en_66470ed89cc08_Vol_51_no_18-english.pdf,PDF_EXTRACT_EPID_Reports_en_66470ed89cc08_Vol_51_no_18-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_66594f05449fe_Vol_51_no_19-english.pdf,PDF_EXTRACT_EPID_Reports_en_66594f05449fe_Vol_51_no_19-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_6668202fbb31f_Vol_51_no_20-english.pdf,PDF_EXTRACT_EPID_Reports_en_6668202fbb31f_Vol_51_no_20-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_666820c3d617d_Vol_51_no_21-english.pdf,PDF_EXTRACT_EPID_Reports_en_666820c3d617d_Vol_51_no_21-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_6671117d736a4_Vol_51_no_22-english.pdf,PDF_EXTRACT_EPID_Reports_en_6671117d736a4_Vol_51_no_22-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_66779b291204f_Vol_51_no_23-english.pdf,PDF_EXTRACT_EPID_Reports_en_66779b291204f_Vol_51_no_23-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_6684d253a04fc_Vol_51_no_24-english.pdf,PDF_EXTRACT_EPID_Reports_en_6684d253a04fc_Vol_51_no_24-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_6694ff674fee1_Vol_51_no_25-english.pdf,PDF_EXTRACT_EPID_Reports_en_6694ff674fee1_Vol_51_no_25-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_6696544245aa2_Vol_51_no_26-english.pdf,PDF_EXTRACT_EPID_Reports_en_6696544245aa2_Vol_51_no_26-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_66a087ce95622_Vol_51_no_27-english.pdf,PDF_EXTRACT_EPID_Reports_en_66a087ce95622_Vol_51_no_27-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_66ac5da0ebd2d_Vol_51_no_28-english.pdf,PDF_EXTRACT_EPID_Reports_en_66ac5da0ebd2d_Vol_51_no_28-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_66b1cf8a4ad9f_Vol_51_no_29-english.pdf,PDF_EXTRACT_EPID_Reports_en_66b1cf8a4ad9f_Vol_51_no_29-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_66bf09b97f5a9_Vol_51_no_30-english.pdf,PDF_EXTRACT_EPID_Reports_en_66bf09b97f5a9_Vol_51_no_30-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_66d6b1a9a27ff_Vol_51_no_31-english.pdf,PDF_EXTRACT_EPID_Reports_en_66d6b1a9a27ff_Vol_51_no_31-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_66e0a3fb5dada_Vol_51_no_32-english.pdf,PDF_EXTRACT_EPID_Reports_en_66e0a3fb5dada_Vol_51_no_32-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_66e6d55fd7f20_Vol_51_no_33-english.pdf,PDF_EXTRACT_EPID_Reports_en_66e6d55fd7f20_Vol_51_no_33-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_66eb1c6a4410b_Vol_51_no_34-english.pdf,PDF_EXTRACT_EPID_Reports_en_66eb1c6a4410b_Vol_51_no_34-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_66fbbb2d086ab_Vol_51_no_35-english.pdf,PDF_EXTRACT_EPID_Reports_en_66fbbb2d086ab_Vol_51_no_35-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_66ff7279f1888_Vol_51_no_36-english.pdf,PDF_EXTRACT_EPID_Reports_en_66ff7279f1888_Vol_51_no_36-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Reports_en_6720aaaf8a140_Vol_51_no_37-english.pdf,PDF_EXTRACT_EPID_Reports_en_6720aaaf8a140_Vol_51_no_37-english.md,0,1,EXCEPTION:onnxruntime is not installed.,,,,,,
EPID_Immunization_en_643fbf99965af_en_643fb3a602ce1_VPD.pdf,PDF_EXTRACT_EPID_Immunization_en_643fbf99965af_en_643fb3a602ce1_VPD.md,1,0,,0.9274,5,0,0,0,0
EPID_Immunization_en_6895bbe31ca92_Chikungunya_-_Situation_Report_Updated_05-08-2025.pdf,PDF_EXTRACT_EPID_Immunization_en_6895bbe31ca92_Chikungunya_-_Situation_Report_Updated_05-08-2025.md,1,0,,0.8761,3,0,0,0,0
EPID_Immunization_en_643fbf99965af_en_643fb3a602ce1_VPD.pdf,PDF_EXTRACT_EPID_Immunization_en_643fbf99965af_en_643fb3a602ce1_VPD.md,1,0,,0.9098,5,0,0,0,0,fast_no_ocr
EPID_Immunization_en_6895bbe31ca92_Chikungunya_-_Situation_Report_Updated_05-08-2025.pdf,PDF_EXTRACT_EPID_Immunization_en_6895bbe31ca92_Chikungunya_-_Situation_Report_Updated_05-08-2025.md,1,0,,0.8735,3,0,0,0,0,fast_no_ocr
EPID_Immunization_en_643fbf99965af_en_643fb3a602ce1_VPD.pdf,PDF_EXTRACT_EPID_Immunization_en_643fbf99965af_en_643fb3a602ce1_VPD.md,0,0,,0.9098,5,0,0,0,0,text_no_ocr,0.13
EPID_Immunization_en_6895bbe31ca92_Chikungunya_-_Situation_Report_Updated_05-08-2025.pdf,PDF_EXTRACT_EPID_Immunization_en_6895bbe31ca92_Chikungunya_-_Situation_Report_Updated_05-08-2025.md,0,0,,0.8735,3,0,0,0,0,text_no_ocr,0.39
EPID_Immunization_en_643fbf99965af_en_643fb3a602ce1_VPD.pdf,PDF_EXTRACT_EPID_Immunization_en_643fbf99965af_en_643fb3a602ce1_VPD.md,0,0,,0.9098,5,text_no_ocr,0.13
EPID_Immunization_en_6895bbe31ca92_Chikungunya_-_Situation_Report_Updated_05-08-2025.pdf,PDF_EXTRACT_EPID_Immunization_en_6895bbe31ca92_Chikungunya_-_Situation_Report_Updated_05-08-2025.md,0,0,,0.8735,3,text_no_ocr,0.39
EPID_Immunization_en_68a7e565a6832_FINAL_NIS_2025_Report_-_18.08.2025_compressed.pdf,PDF_EXTRACT_EPID_Immunization_en_68a7e565a6832_FINAL_NIS_2025_Report_-_18.08.2025_compressed.md,1,0,,0.9099,7,text_no_ocr,11.16
EPID_Immunization_en_68c27a665bbd2_Chikungunya_-_Situation_Report_Updated_31-08-2025.pdf,PDF_EXTRACT_EPID_Immunization_en_68c27a665bbd2_Chikungunya_-_Situation_Report_Updated_31-08-2025.md,1,0,,0.8745,3,text_no_ocr,0.39
